record_id,record_type,jurisdiction,PII,PHI,public_company,GDPR,CPRA,PIPEDA,HIPAA,SOX,SEC,FINRA,IRS,HGB,unsure
rec_0029,PatientInvoice,US,FALSE,TRUE,TRUE,,,,,,,,,,
rec_0030,PatientInvoice,US_CA,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0031,PatientInvoice,EU_DE,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0032,BenefitsEnrollment,US,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0033,BenefitsEnrollment,US_CA,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0034,TaxRecord,EU_DE,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0035,BankStatement,US_CA,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0036,TaxRecord,EU_DE,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0037,AdoptionRecord,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0038,BankStatement,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0039,AutopsyReport,EU_DE,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0040,BankStatement,US,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0041,PatientInvoice,CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0042,AllergyRecord,EU_FR,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0043,Contract,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0044,MedicalRecord,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0045,BenefitsEnrollment,US,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0046,BankStatement,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0047,PatientInvoice,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0048,Chat,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0049,BenefitsEnrollment,EU_DE,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0050,BankStatement,EU_DE,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0051,MedicalRecord,US_CA,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0052,AdoptionRecord,US,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0053,TaxRecord,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0054,PatientInvoice,EU_FR,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0055,BillingAddress,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0056,PatientInvoice,US,TRUE,TRUE,TRUE,,,,,,,,,,
rec_0057,BenefitsEnrollment,CA,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0058,MedicalRecord,CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0059,TaxRecord,EU_FR,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0060,TaxRecord,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0061,PatientInvoice,EU_DE,TRUE,TRUE,TRUE,,,,,,,,,,
rec_0062,FinancialStatement,US_CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0063,Invoice,EU_FR,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0064,PatientInvoice,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0065,PatientInvoice,EU_FR,TRUE,TRUE,TRUE,,,,,,,,,,
rec_0066,PatientInvoice,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0067,AdoptionRecord,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0068,Ticket,US,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0069,BankStatement,US_CA,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0070,FinancialStatement,EU_FR,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0071,Chat,US,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0072,AllergyRecord,US,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0073,PatientInvoice,EU_DE,FALSE,TRUE,TRUE,,,,,,,,,,
rec_0074,Chat,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0075,BankStatement,EU_DE,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0076,PatientInvoice,EU_FR,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0077,Contract,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0078,BankStatement,CA,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0079,BillingAddress,EU_DE,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0080,MedicalRecord,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0081,TaxRecord,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0082,AuditWorkpaper,EU_DE,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0083,AdoptionRecord,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0084,PatientInvoice,CA,TRUE,TRUE,TRUE,,,,,,,,,,
rec_0085,BiometricData,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0086,MedicalRecord,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0087,FinancialStatement,US,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0088,BillingAddress,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0089,TaxRecord,US,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0090,BenefitsEnrollment,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0091,BenefitsEnrollment,EU_FR,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0092,Contract,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0093,BenefitsEnrollment,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0094,AllergyRecord,US,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0095,Chat,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0096,PatientInvoice,US_CA,TRUE,TRUE,TRUE,,,,,,,,,,
rec_0097,BiometricData,CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0098,MedicalRecord,CA,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0099,PatientInvoice,US_CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0100,MedicalRecord,EU_DE,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0101,Contract,US_CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0102,BillingAddress,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0103,BenefitsEnrollment,US_CA,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0104,PatientInvoice,EU_FR,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0105,Ticket,EU_FR,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0106,BillingAddress,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0107,BillingAddress,US,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0108,AutopsyReport,US,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0109,TaxRecord,CA,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0110,AllergyRecord,EU_FR,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0111,PatientInvoice,CA,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0112,Invoice,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0113,BiometricData,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0114,Email,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0115,Ticket,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0116,BenefitsEnrollment,CA,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0117,BillingAddress,EU_FR,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0118,BankStatement,EU_FR,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0119,MedicalRecord,EU_FR,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0120,Contract,US,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0121,TaxRecord,EU_FR,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0122,Contract,US_CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0123,BenefitsEnrollment,CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0124,PatientInvoice,CA,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0125,MedicalRecord,US,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0126,Contract,EU_DE,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0127,MedicalRecord,CA,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0128,PatientInvoice,CA,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0129,Chat,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0130,Invoice,EU_FR,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0131,TaxRecord,EU_FR,TRUE,FALSE,TRUE,,,,,,,,,,
rec_0132,MedicalRecord,EU_DE,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0133,BankStatement,EU_DE,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0134,MedicalRecord,EU_FR,TRUE,TRUE,FALSE,,,,,,,,,,
rec_0135,AutopsyReport,US,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0136,TaxRecord,US,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0137,AllergyRecord,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0138,BenefitsEnrollment,EU_DE,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0139,BankStatement,CA,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0140,AuditWorkpaper,CA,FALSE,FALSE,FALSE,,,,,,,,,,
rec_0141,MedicalRecord,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0142,AllergyRecord,US_CA,FALSE,TRUE,FALSE,,,,,,,,,,
rec_0143,BiometricData,EU_DE,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0144,AdoptionRecord,CA,TRUE,FALSE,FALSE,,,,,,,,,,
rec_0145,AuditWorkpaper,EU_DE,FALSE,FALSE,TRUE,,,,,,,,,,
rec_0146,TaxRecord,US_CA,FALSE,FALSE,TRUE,,,,,,,,,,
