record_id,record_type,jurisdiction,PII,PHI,public_company,GDPR,CPRA,PIPEDA,HIPAA,SOX,SEC,FINRA,IRS,HGB,unsure
rec_0079,Contract,EU_DE,False,False,False,False,False,False,False,False,False,False,False,True,False
rec_0080,FinancialStatement,EU_FR,False,False,True,False,False,False,False,True,False,False,False,False,False
rec_0081,FinancialStatement,US,False,False,True,False,False,False,False,True,True,False,False,False,False
rec_0082,FinancialStatement,US_CA,False,False,True,False,False,False,False,True,True,False,False,False,False
rec_0083,Invoice,EU_DE,False,False,False,False,False,False,False,False,False,False,False,True,False
rec_0084,Invoice,EU_DE,False,False,False,False,False,False,False,False,False,False,False,True,False
rec_0085,Invoice,EU_FR,False,False,False,False,False,False,False,False,False,False,False,False,False
rec_0086,PatientInvoice,CA,False,True,False,False,False,False,False,False,False,False,False,False,False
rec_0087,PatientInvoice,CA,False,True,False,False,False,False,False,False,False,False,False,False,False
rec_0088,PatientInvoice,EU_FR,False,True,False,False,False,False,False,False,False,False,False,False,False
rec_0089,PatientInvoice,EU_FR,False,True,False,False,False,False,False,False,False,False,False,False,False
rec_0090,PatientInvoice,US_CA,False,True,False,False,False,False,True,False,False,False,False,False,False
rec_0091,PatientInvoice,US_CA,False,True,False,False,False,False,True,False,False,False,False,False,False
rec_0092,TaxRecord,EU_DE,False,False,False,False,False,False,False,False,False,False,False,False,False
rec_0093,TaxRecord,EU_DE,False,False,False,False,False,False,False,False,False,False,False,False,False
rec_0094,TaxRecord,EU_FR,False,False,False,False,False,False,False,False,False,False,False,False,False
rec_0095,TaxRecord,EU_FR,False,False,False,False,False,False,False,False,False,False,False,False,False
rec_0096,TaxRecord,US,True,False,False,False,False,False,False,False,False,False,True,False,False
rec_0097,TaxRecord,US,False,False,False,False,False,False,False,False,False,False,True,False,False
rec_0098,TaxRecord,US_CA,False,False,False,False,False,False,False,False,False,False,True,False,False
rec_0099,AllergyRecord,EU_FR,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0100,BankStatement,CA,True,False,False,False,False,True,False,False,False,False,False,False,False
rec_0101,BankStatement,EU_DE,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0102,BankStatement,EU_DE,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0103,BankStatement,EU_FR,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0104,BankStatement,EU_FR,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0105,BankStatement,US_CA,True,False,False,False,True,False,False,False,False,True,False,False,False
rec_0106,BankStatement,US_CA,True,False,False,False,True,False,False,False,False,True,False,False,False
rec_0107,BenefitsEnrollment,CA,True,True,False,False,False,True,False,False,False,False,False,False,False
rec_0108,BenefitsEnrollment,EU_DE,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0109,BenefitsEnrollment,EU_FR,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0110,BenefitsEnrollment,US_CA,True,True,False,False,True,False,True,False,False,False,False,False,False
rec_0111,Contract,EU_DE,True,False,False,True,False,False,False,False,False,False,False,True,False
rec_0112,Invoice,CA,True,False,False,False,False,True,False,False,False,False,False,False,False
rec_0113,Invoice,EU_DE,True,False,False,True,False,False,False,False,False,False,False,True,False
rec_0114,Invoice,EU_FR,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0115,Invoice,EU_FR,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0116,Invoice,US_CA,True,False,False,False,True,False,False,False,False,False,False,False,False
rec_0117,MedicalRecord,CA,True,True,False,False,False,True,False,False,False,False,False,False,False
rec_0118,MedicalRecord,EU_DE,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0119,MedicalRecord,EU_FR,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0120,PatientInvoice,CA,False,True,False,False,False,False,False,False,False,False,False,False,False
rec_0121,PatientInvoice,CA,True,True,False,False,False,True,False,False,False,False,False,False,False
rec_0122,PatientInvoice,CA,True,True,False,False,False,True,False,False,False,False,False,False,False
rec_0123,PatientInvoice,CA,True,True,False,False,False,True,False,False,False,False,False,False,False
rec_0124,PatientInvoice,CA,True,True,False,False,False,True,False,False,False,False,False,False,False
rec_0125,PatientInvoice,EU_DE,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0126,PatientInvoice,EU_DE,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0127,PatientInvoice,EU_DE,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0128,PatientInvoice,EU_DE,False,True,False,False,False,False,False,False,False,False,False,False,False
rec_0129,PatientInvoice,EU_FR,False,True,False,False,False,False,False,False,False,False,False,False,False
rec_0130,PatientInvoice,EU_FR,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0131,PatientInvoice,EU_FR,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0132,PatientInvoice,EU_FR,True,True,False,True,False,False,False,False,False,False,False,False,False
rec_0133,PatientInvoice,US,False,True,False,False,False,False,True,False,False,False,False,False,False
rec_0134,PatientInvoice,US,True,True,False,False,False,False,True,False,False,False,False,False,False
rec_0135,PatientInvoice,US_CA,True,True,False,False,True,False,True,False,False,False,False,False,False
rec_0136,PatientInvoice,US_CA,True,True,False,False,True,False,True,False,False,False,False,False,False
rec_0137,PatientInvoice,US_CA,False,True,False,False,False,False,True,False,False,False,False,False,False
rec_0138,PatientInvoice,US_CA,True,True,False,False,True,False,True,False,False,False,False,False,False
rec_0139,PatientInvoice,US_CA,True,True,False,False,True,False,True,False,False,False,False,False,False
rec_0140,TaxRecord,CA,True,False,False,False,False,True,False,False,False,False,False,False,False
rec_0141,TaxRecord,CA,True,False,False,False,False,True,False,False,False,False,False,False,False
rec_0142,TaxRecord,EU_DE,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0143,TaxRecord,EU_FR,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0144,TaxRecord,EU_FR,True,False,False,True,False,False,False,False,False,False,False,False,False
rec_0145,TaxRecord,US_CA,True,False,False,False,True,False,False,False,False,False,True,False,False
rec_0146,TaxRecord,US_CA,True,False,False,False,True,False,False,False,False,False,True,False,False
